search_id,patient_id,search_query,filters_applied,treatment_clicked,country_clicked,clicked_clinic_id,time_on_search_page,timestamp
168,4c32a0a2-b452-4738-a073-09de6a8f7654,hair transplant,"specialty:cosmetic, verified, language:english",ivf treatment,Ukraine,1040,163,2025-02-18 14:19:30
169,bc715183-6c5c-4ba7-b55d-2fc1622cc212,dental implants,language:english,ivf treatment,South Africa,588,51,2025-01-30 14:19:30
170,0a5a2698-17cb-47b8-ad0f-74e6a174a785,plastic surgery abroad,"rating:4+, feature:financing, verified, feature:telemedicine",cheap surrogacy,Israel,1659,101,2025-03-08 14:19:30
171,6ff6881f-77dd-462b-8a6b-836b157f108b,dermatology clinic,"verified, rating:4+",cardiology clinic,Croatia,212,48,2025-02-13 14:19:30
172,88ccddbc-6f0d-4229-9b38-7c72ac648459,cosmetic surgery,feature:telemedicine,dermatology clinic,Czech Republic,1450,229,2025-02-10 14:19:30
173,45d5aacb-d294-400f-823c-a34abffbd93b,cheap surrogacy,"language:english, specialty:cosmetic",mental health support,South Africa,580,214,2025-03-06 14:19:30
174,2a85e3b1-1dd0-4ecd-8595-c9a36c0046f0,cheap surrogacy,language:english,cardiology clinic,Thailand,135,53,2025-02-06 14:19:30
175,2a85e3b1-1dd0-4ecd-8595-c9a36c0046f0,mental health support,"feature:luxury, specialty:fertility, language:english",cheap surrogacy,India,167,77,2025-03-05 14:19:30
176,96e83922-dce7-4289-811a-315b688b4cfb,mental health support,"specialty:cosmetic, specialty:dental",plastic surgery abroad,Indonesia,635,197,2025-01-26 14:19:30
177,196b58f1-ded8-4c47-bb88-854e7f968d71,cardiology clinic,"feature:financing, specialty:dental",mental health support,Portugal,1324,265,2025-03-03 14:19:30
178,195efd72-117e-494e-91fa-f1c78141bb37,cardiology clinic,"specialty:fertility, feature:telemedicine, language:english",dermatology clinic,Slovenia,1570,103,2025-03-21 14:19:30
179,7cc9d887-639a-4771-b739-a28a4ffd5b7a,cosmetic surgery,feature:luxury,ivf treatment,Bulgaria,1615,264,2025-02-08 14:19:30
180,b69f627c-fae4-4d7c-a1b1-087efa4cb559,plastic surgery abroad,language:english,cheap surrogacy,Slovenia,1570,72,2025-02-01 14:19:30
181,22d6f0a2-a41f-4d38-8a80-3df87182fcf2,cosmetic surgery,"specialty:fertility, specialty:cosmetic",dermatology clinic,Hungary,1477,27,2025-02-25 14:19:30
182,b2cfba8b-290c-42f8-930b-ef6519b38619,knee replacement,"specialty:cosmetic, feature:luxury, rating:4+, specialty:dental",knee replacement,Netherlands,1094,163,2025-02-17 14:19:30
183,8508df91-60ae-4372-b6df-b4a623d52be0,knee replacement,"specialty:cosmetic, rating:4+, feature:financing",hair transplant,Slovenia,1576,200,2025-02-13 14:19:30
184,921f266f-c450-4052-86a8-f21a010e622b,mental health support,"feature:telemedicine, specialty:fertility",dental implants,Japan,513,251,2025-03-02 14:19:30
185,bbfc5dc1-fff4-46b9-bb46-8c13f28a030b,ivf treatment,feature:luxury,cosmetic surgery,Germany,172,144,2025-02-20 14:19:30
186,53edc74f-1af0-46df-bf64-e5eebccd9b8c,plastic surgery abroad,"language:spanish, specialty:dental",dermatology clinic,Canada,455,183,2025-04-15 14:19:30
187,5e3003e1-f541-444e-96cc-b813263553ba,dental implants,"feature:financing, language:english, feature:telemedicine, rating:4+",cardiology clinic,India,168,119,2025-04-15 14:19:30
188,5ced7017-2518-4c09-afdd-6a87c8c621be,ivf treatment,"specialty:fertility, specialty:cosmetic, verified",dermatology clinic,South Africa,588,76,2025-01-18 14:19:30
189,f7d2a2ee-21da-4db1-9ef3-61c2abd7d3f1,dermatology clinic,specialty:dental,hair transplant,Mexico,39,115,2025-03-30 14:19:30
190,017c75c5-a873-49fe-981d-c53044f20d97,cheap surrogacy,"specialty:dental, feature:luxury, feature:telemedicine, specialty:fertility",dental implants,Brazil,250,127,2025-02-24 14:19:30
191,2febcc33-cf5c-4dd3-9f10-7434eb096202,cheap surrogacy,"specialty:dental, specialty:cosmetic, rating:4+, feature:luxury",dental implants,Netherlands,1098,268,2025-02-04 14:19:30
192,5d411ac5-335d-4b46-85b3-75aa0f546781,cosmetic surgery,"language:spanish, verified, language:english",cheap surrogacy,Australia,493,218,2025-03-26 14:19:30
193,04110e35-d0e3-4b2b-9ca6-4c3330d867cd,ivf treatment,"specialty:dental, feature:financing, verified",dermatology clinic,Colombia,800,27,2025-01-27 14:19:30
194,caea9ae5-690a-4b80-af8d-888d981170c1,cardiology clinic,"verified, language:english, specialty:dental",knee replacement,Vietnam,707,58,2025-02-03 14:19:30
195,ccbcbf4b-78ea-47e2-8bc4-dd425c39b57d,cardiology clinic,"verified, language:english",cardiology clinic,Netherlands,1119,94,2025-01-21 14:19:30
196,0ba6aa86-cf52-45f7-bf8c-c6f9b5a61d61,dermatology clinic,"specialty:fertility, specialty:dental",dermatology clinic,Hungary,1467,23,2025-03-12 14:19:30
197,ff08c739-4c1d-4e43-8c2b-03e443e1346d,dental implants,"verified, language:english",plastic surgery abroad,Indonesia,636,208,2025-02-08 14:19:30
198,80f58b81-2b7c-4ee3-82a2-79502deb5687,hair transplant,feature:telemedicine,cardiology clinic,South Africa,586,29,2025-01-25 14:19:30
199,8d7f9371-40c3-4cbc-bd5b-6535abede2b6,hair transplant,language:english,mental health support,UAE,895,230,2025-02-28 14:19:30
200,6372d635-7141-4f58-9b8e-c35b3c83861e,cosmetic surgery,"rating:4+, language:english, feature:luxury, language:spanish",mental health support,India,170,45,2025-02-22 14:19:30
201,86514886-a5b0-4024-a12a-d11986fbbcdb,cosmetic surgery,"language:english, specialty:dental, feature:financing",hair transplant,Malaysia,672,161,2025-02-20 14:19:30
202,86514886-a5b0-4024-a12a-d11986fbbcdb,mental health support,"rating:4+, language:english",dental implants,UAE,916,185,2025-01-30 14:19:30
203,ad5c3c49-ba09-4a27-8870-8a92d2f77d5d,hair transplant,specialty:dental,mental health support,Switzerland,1375,191,2025-02-12 14:19:30
204,5760c094-7942-400a-8f24-2413d5b65438,cosmetic surgery,specialty:fertility,dermatology clinic,Denmark,1245,22,2025-04-02 14:19:30
205,70249792-6578-4d0c-9aec-8b70ac0e7307,knee replacement,"language:english, language:spanish, verified",cosmetic surgery,Denmark,1240,235,2025-03-02 14:19:30
206,0d565923-c310-42a2-8700-77c1b1f94a09,dermatology clinic,specialty:cosmetic,plastic surgery abroad,Spain,282,192,2025-02-27 14:19:30
207,51057c35-1ceb-48fe-b2de-b798b31a25b5,hair transplant,"specialty:dental, verified",cosmetic surgery,Romania,1507,260,2025-02-11 14:19:30
208,caea9ae5-690a-4b80-af8d-888d981170c1,plastic surgery abroad,feature:luxury,hair transplant,Slovenia,1588,233,2025-03-22 14:19:30
209,4ba4af25-6d7f-44e2-85e9-5c6c3fa7c199,hair transplant,"feature:telemedicine, specialty:dental, specialty:fertility, language:spanish",dermatology clinic,India,152,93,2025-02-21 14:19:30
210,45e18b77-97f9-41d5-94f8-9e6cc416c07c,cardiology clinic,"specialty:dental, feature:financing, feature:luxury",cosmetic surgery,Indonesia,615,94,2025-03-03 14:19:30
211,ed5d6510-e52a-43e6-bec5-8a891db3c075,knee replacement,feature:telemedicine,cosmetic surgery,Bulgaria,1623,126,2025-02-14 14:19:30
212,f93c8859-011b-4348-8981-1f35c10750bc,cardiology clinic,"rating:4+, feature:financing, specialty:fertility",ivf treatment,Denmark,1254,38,2025-03-10 14:19:30
213,2e904b5c-5e1b-415f-aa1c-701b159b2b6b,dermatology clinic,"language:spanish, specialty:dental, specialty:fertility, rating:4+",ivf treatment,Portugal,1316,235,2025-02-18 14:19:30
214,b3dd7820-bd20-436a-a705-24cbe704b115,plastic surgery abroad,"specialty:fertility, feature:financing, specialty:cosmetic",cosmetic surgery,Slovenia,1573,226,2025-02-13 14:19:30
215,d4147d03-6cfa-48cf-b62e-110a25848385,dental implants,feature:financing,hair transplant,Georgia,314,89,2025-03-29 14:19:30
216,f7808afc-a538-46a7-8565-1e804ee45227,knee replacement,"feature:financing, feature:luxury, specialty:dental",knee replacement,Japan,514,287,2025-03-14 14:19:30
217,62359144-1e7f-42ad-aa39-73ffe14fea78,hair transplant,feature:financing,cosmetic surgery,Portugal,1313,83,2025-03-28 14:19:30
218,b0b710ab-f690-42cf-ac7e-5cc6b0cf3e7f,cheap surrogacy,"specialty:cosmetic, verified, feature:financing",dental implants,India,167,300,2025-03-16 14:19:30
219,de68666d-67b4-4520-b11a-369675cd3e5c,knee replacement,"specialty:cosmetic, verified, rating:4+, language:english",hair transplant,Netherlands,1118,159,2025-02-16 14:19:30
220,4cdedddb-c3f9-478c-af70-4164bf164454,mental health support,"rating:4+, specialty:dental, verified",dermatology clinic,Georgia,324,217,2025-02-16 14:19:30
221,0ba6aa86-cf52-45f7-bf8c-c6f9b5a61d61,knee replacement,"specialty:cosmetic, specialty:fertility, language:english",cardiology clinic,Hungary,1472,181,2025-02-26 14:19:30
222,08697ffa-0936-4f02-b5ac-0819714b5c03,cardiology clinic,language:english,dermatology clinic,Australia,496,67,2025-03-15 14:19:30
223,b69d2f48-3653-4588-afd5-8fe765c62548,knee replacement,"specialty:dental, verified",mental health support,South Africa,595,219,2025-03-18 14:19:30
224,59410ea3-8c2b-478e-9f50-e1aa0088b13a,cosmetic surgery,"specialty:cosmetic, language:english, feature:telemedicine",cosmetic surgery,Serbia,1563,260,2025-02-12 14:19:30
225,650ad9aa-fa3f-412e-8d71-1f28618521ab,dermatology clinic,"rating:4+, verified, specialty:dental",plastic surgery abroad,Colombia,806,239,2025-03-19 14:19:30
226,4d45d885-d2e0-4e57-a6cb-1dda13a0181b,cheap surrogacy,"verified, specialty:cosmetic, feature:luxury",cheap surrogacy,Russia,1014,245,2025-03-13 14:19:30
227,ae3e6268-fb38-4c6c-ae6a-7c4848c6a7ed,dental implants,language:spanish,hair transplant,Spain,275,192,2025-02-26 14:19:30
228,5a1341e7-10fd-4164-819f-239342ceef41,dental implants,"verified, feature:financing, feature:telemedicine, specialty:fertility",hair transplant,Sweden,1134,42,2025-02-28 14:19:30
229,429e09bd-7862-446c-892e-44b72ee25989,dermatology clinic,"specialty:cosmetic, specialty:dental, specialty:fertility",mental health support,Germany,199,196,2025-03-06 14:19:30
230,0c767092-dcff-47b6-b61c-2373211b20eb,cardiology clinic,"feature:telemedicine, feature:financing",plastic surgery abroad,Chile,823,25,2025-04-13 14:19:30
231,36daa93a-6c91-4882-a12e-73c7fb368cf4,cosmetic surgery,"rating:4+, feature:financing, specialty:cosmetic",cheap surrogacy,Spain,306,268,2025-04-01 14:19:30
232,f0db6ecb-cc87-4b1c-a987-799bbd4c938c,cheap surrogacy,"specialty:fertility, language:spanish, feature:luxury",cardiology clinic,Finland,1216,264,2025-02-12 14:19:30
233,ad49e072-7f84-4004-84ac-41b53f042c7b,dermatology clinic,"rating:4+, verified, language:english",ivf treatment,Malaysia,679,218,2025-02-03 14:19:30
234,708175fd-4648-4be8-b84c-e7a936cfd2d5,dental implants,"feature:luxury, feature:telemedicine, verified, specialty:cosmetic",cosmetic surgery,Qatar,984,273,2025-01-28 14:19:30
235,383e69a4-81f4-4dfd-bb6b-1c0d702805af,cheap surrogacy,"specialty:fertility, feature:telemedicine, verified, feature:luxury",ivf treatment,Czech Republic,1435,102,2025-04-16 14:19:30
236,9e204ac7-3c48-4936-8305-4a31f9e38905,cardiology clinic,"specialty:fertility, language:spanish, feature:telemedicine, rating:4+",cheap surrogacy,Ukraine,1028,246,2025-04-11 14:19:30
237,873f3f03-0f8a-479c-b6db-bb2c3b5e2d65,cosmetic surgery,"feature:financing, language:english",dermatology clinic,Greece,1357,274,2025-03-01 14:19:30
238,51057c35-1ceb-48fe-b2de-b798b31a25b5,cosmetic surgery,"feature:financing, language:english, specialty:cosmetic, rating:4+",hair transplant,Slovenia,1582,252,2025-03-25 14:19:30
239,373058be-4892-4bd6-a399-40dd4e1f39be,knee replacement,"feature:financing, feature:luxury, feature:telemedicine",hair transplant,South Africa,610,111,2025-01-20 14:19:30
240,7ce71cca-de1d-4653-9112-8bb8e7b2df91,dermatology clinic,"rating:4+, language:english, feature:luxury",ivf treatment,South Africa,590,298,2025-01-22 14:19:30
241,a8d791b6-b52c-4358-94a8-b45a75d1d776,mental health support,"language:english, specialty:fertility, feature:luxury, verified",ivf treatment,South Africa,590,182,2025-02-21 14:19:30
242,9e55f98d-4d84-4cb6-bc99-d86eb9d5546c,hair transplant,"feature:telemedicine, specialty:cosmetic, feature:luxury, rating:4+",hair transplant,Belgium,1426,75,2025-04-05 14:19:30
243,1b8dc821-836f-424b-8b8b-56f7ead44e11,cheap surrogacy,"feature:telemedicine, verified",plastic surgery abroad,Switzerland,1372,120,2025-01-27 14:19:30
244,efe9e8c9-4497-434d-b7a0-aa7ff0278488,dental implants,language:spanish,dermatology clinic,Malaysia,677,56,2025-01-21 14:19:30
245,ab636d66-9ab2-4735-83f0-6e7ddfaa8505,cosmetic surgery,feature:financing,mental health support,Georgia,324,248,2025-02-16 14:19:30
246,de68666d-67b4-4520-b11a-369675cd3e5c,knee replacement,"language:english, feature:luxury, verified",ivf treatment,Slovenia,1575,298,2025-03-20 14:19:30
247,06a574ec-5422-4a97-a32a-878718246315,dental implants,"language:spanish, specialty:fertility",mental health support,Turkey,75,258,2025-03-26 14:19:30
248,366fbddd-b1c8-450a-9e39-0f218775cabf,hair transplant,verified,cheap surrogacy,South Africa,612,59,2025-03-07 14:19:30
249,f17312f4-659a-49f2-971e-5028e2be80e1,dermatology clinic,"specialty:fertility, feature:financing, rating:4+, specialty:cosmetic",ivf treatment,Italy,395,174,2025-03-29 14:19:30
250,d544c79b-6ab7-4840-b5b5-ac7163ef5e69,dermatology clinic,"specialty:fertility, verified, language:english",hair transplant,Bulgaria,1620,295,2025-01-22 14:19:30
251,104c6350-ce8b-46a2-882f-2fb980e3fe4f,knee replacement,"specialty:cosmetic, language:spanish",mental health support,Singapore,1694,268,2025-03-08 14:19:30
252,45e18b77-97f9-41d5-94f8-9e6cc416c07c,mental health support,specialty:fertility,dermatology clinic,Spain,288,170,2025-03-18 14:19:30
253,2f4ddc9b-3334-4d07-a6b3-6561966d2735,hair transplant,"feature:telemedicine, rating:4+, feature:luxury, specialty:fertility",cheap surrogacy,Indonesia,619,298,2025-04-17 14:19:30
254,76d32b96-4f7f-463e-93c5-44a3cc0b200d,cardiology clinic,"verified, specialty:dental",hair transplant,Qatar,954,86,2025-02-26 14:19:30
255,91c631cf-4b7a-423e-b38a-ea2d3e1cfa14,plastic surgery abroad,"specialty:dental, feature:luxury, language:english",knee replacement,Ireland,1259,117,2025-04-01 14:19:30
256,513bb65c-16f3-4b93-a1c5-7a8877d468ea,cosmetic surgery,"specialty:cosmetic, language:english, language:spanish, feature:financing",dermatology clinic,Sweden,1125,280,2025-01-23 14:19:30
257,50970843-569b-411f-95b4-066e11d012a7,knee replacement,"specialty:cosmetic, specialty:dental",dermatology clinic,Poland,1077,275,2025-01-18 14:19:30
258,d1fb55b1-eb25-47e7-a073-6c706c202d89,ivf treatment,verified,plastic surgery abroad,Singapore,1698,263,2025-03-24 14:19:30
259,c0a7ad9c-a5ac-4d5a-88f1-8eed67037089,plastic surgery abroad,"specialty:fertility, language:english",dermatology clinic,Poland,1066,64,2025-01-21 14:19:30
260,178a8c73-f53b-4020-be2d-e8c89fe3f824,cheap surrogacy,"specialty:dental, feature:financing, rating:4+, language:spanish",dermatology clinic,Thailand,114,72,2025-02-12 14:19:30
261,5e3003e1-f541-444e-96cc-b813263553ba,dermatology clinic,feature:financing,hair transplant,Saudi Arabia,947,16,2025-02-27 14:19:30
262,99ea5bbd-afd5-490b-81a6-7c90291c0da1,dental implants,"specialty:cosmetic, specialty:dental",mental health support,Turkey,93,181,2025-01-19 14:19:30
263,2de66d5b-5e10-43a0-addb-8943f067ad82,plastic surgery abroad,specialty:dental,dental implants,Qatar,967,151,2025-02-25 14:19:30
264,96867676-783e-40ab-b22a-55a605391557,cosmetic surgery,"language:english, language:spanish, rating:4+, feature:financing",mental health support,Argentina,774,46,2025-01-21 14:19:30
265,6ae63480-0b70-4f97-9ed4-4617114be8ca,plastic surgery abroad,"language:english, specialty:dental",plastic surgery abroad,France,366,206,2025-02-10 14:19:30
266,605797cf-da55-4825-9086-f384733ac54f,knee replacement,verified,dermatology clinic,South Africa,612,283,2025-02-23 14:19:30
267,ad49e072-7f84-4004-84ac-41b53f042c7b,mental health support,"feature:telemedicine, rating:4+",cosmetic surgery,Vietnam,709,146,2025-03-25 14:19:30
268,366fbddd-b1c8-450a-9e39-0f218775cabf,ivf treatment,language:spanish,dental implants,Ireland,1260,128,2025-03-23 14:19:30
269,70249792-6578-4d0c-9aec-8b70ac0e7307,ivf treatment,rating:4+,dental implants,Denmark,1225,130,2025-04-13 14:19:30
270,3977fd2f-9205-4da0-a264-3336d5ad86bc,dermatology clinic,"feature:financing, feature:telemedicine",dental implants,Serbia,1545,76,2025-02-13 14:19:30
271,859f02bb-1ee2-4f39-aed4-db8980104995,knee replacement,"specialty:cosmetic, language:english, feature:telemedicine",cosmetic surgery,Indonesia,619,271,2025-03-21 14:19:30
272,4299b351-99b3-468d-adcc-9c609e35836f,hair transplant,"verified, feature:financing, specialty:fertility",mental health support,Ireland,1283,289,2025-02-14 14:19:30
273,0a6552a5-b8dd-415d-8ea0-35f049cc253f,cardiology clinic,"feature:financing, language:english, language:spanish, feature:telemedicine",hair transplant,Spain,306,197,2025-03-26 14:19:30
274,e4fb2a3b-dc05-4e03-93f4-71e72cba1bc6,plastic surgery abroad,"feature:telemedicine, specialty:cosmetic, feature:luxury, language:spanish",cosmetic surgery,Czech Republic,1450,242,2025-04-11 14:19:30
275,121af952-be69-4d39-8e37-8b07cc535c3e,mental health support,"feature:financing, specialty:cosmetic, specialty:fertility, feature:telemedicine",hair transplant,Australia,498,109,2025-03-07 14:19:30
276,1ddea07d-651a-4277-817f-319f04961795,ivf treatment,"language:english, specialty:dental, feature:telemedicine, verified",mental health support,South Korea,550,25,2025-04-09 14:19:30
277,5601f6a5-34b6-485d-acd4-180ab0dc75fb,cheap surrogacy,"rating:4+, feature:telemedicine",hair transplant,Vietnam,682,12,2025-03-22 14:19:30
278,366fbddd-b1c8-450a-9e39-0f218775cabf,knee replacement,rating:4+,cheap surrogacy,Australia,497,109,2025-02-27 14:19:30
279,79ebb8bb-214b-4473-a375-58676cc56071,knee replacement,"feature:luxury, language:spanish, rating:4+",cardiology clinic,Netherlands,1093,162,2025-03-16 14:19:30
280,b7a69c32-552d-4865-9756-7d35ed2eebea,plastic surgery abroad,"rating:4+, specialty:dental, specialty:cosmetic, language:spanish",knee replacement,Malaysia,656,194,2025-03-09 14:19:30
281,4299b351-99b3-468d-adcc-9c609e35836f,dental implants,"specialty:fertility, verified",plastic surgery abroad,Japan,535,218,2025-03-12 14:19:30
282,0734a403-0fb9-4b5d-920b-28f648d0e602,knee replacement,"feature:telemedicine, language:spanish, specialty:cosmetic",plastic surgery abroad,Ukraine,1023,177,2025-03-17 14:19:30
283,571f7cdb-fe60-4fde-8200-a1aa7c826fbe,dermatology clinic,"rating:4+, specialty:fertility, language:english, specialty:dental",plastic surgery abroad,Spain,287,255,2025-03-26 14:19:30
284,5e8a10da-13fc-427f-b237-cf5b36fc1c46,plastic surgery abroad,feature:financing,ivf treatment,Turkey,70,29,2025-04-18 14:19:30
285,4299b351-99b3-468d-adcc-9c609e35836f,cosmetic surgery,"specialty:dental, specialty:fertility",knee replacement,USA,19,263,2025-02-19 14:19:30
286,a151ed02-2f09-4f4d-a43f-683aa43101e4,dental implants,"rating:4+, verified, feature:financing, feature:luxury",mental health support,Sweden,1130,11,2025-04-16 14:19:30
287,13ab7d2c-eba0-430c-aa9a-6f4b2e39c29a,hair transplant,"verified, feature:financing, language:spanish",cosmetic surgery,Israel,1652,59,2025-04-06 14:19:30
