clinic_id,clinic_name,country,city,specialties,languages_spoken,is_verified,has_profile_photo,has_doctor_bio,has_services_listed,has_prices_listed,has_reviews,completeness_score,average_price,average_review_rating,response_rate_percent,average_response_time_hours,last_updated_date,total_clicks,last_clicked_date,clinic_activity_score,inquiries_last_30_days,last_response_date
138,"Jackson, Miller and Robertson",Mexico,Tijuana,"Cosmetic Surgery, Dental",English,1,0,0,0,1,1,,506.42,4.8,62,71.7,2025-04-02,903,2025-03-08,38,10,2025-03-22
139,"Harvey, Davis and Crane",Turkey,Istanbul,"Cosmetic Surgery, Dermatology, Dental","Thai, Croatian",0,0,1,1,0,1,,6727.11,3.8,50,16.2,2025-04-09,135,2025-03-12,28,33,2025-03-28
140,Chambers and Sons,Thailand,Bangkok,Dermatology,"Croatian, English",1,0,1,0,0,1,,1348.65,4.2,56,23.2,2025-03-11,140,2025-03-25,99,48,2025-03-22
141,Hernandez Inc,Mexico,Tijuana,"Fertility, Dental, Cardiology","Thai, Spanish, Turkish",1,0,0,1,1,0,,1323.54,1.4,98,9.7,2025-02-28,359,2025-03-22,40,50,2025-04-14
142,Riggs PLC,Mexico,Mexico City,"Dental, Fertility, Cosmetic Surgery","English, Thai, German",0,0,1,1,0,0,,5201.43,1.5,81,46.3,2025-04-09,540,2025-02-21,1,23,2025-03-20
143,Gibson Ltd,Turkey,Istanbul,"Cardiology, Orthopedics","Hindi, Thai",0,1,0,0,0,0,,2990.76,1.2,53,68.4,2025-02-27,518,2025-03-31,80,45,2025-04-02
144,"Lee, Horton and Snyder",Croatia,Split,"Dermatology, Orthopedics",Thai,0,1,0,1,0,0,,9755.98,1.6,70,28.7,2025-01-27,781,2025-02-24,83,43,2025-03-29
145,Hernandez Ltd,USA,New York,"Orthopedics, Fertility, Dental",English,1,0,1,0,1,0,,1634.71,3.8,94,1.8,2025-02-14,975,2025-03-27,66,33,2025-03-24
146,Stafford Inc,Croatia,Dubrovnik,"Fertility, Cosmetic Surgery",Thai,1,0,0,1,1,1,,5476.62,2.1,86,45.6,2025-02-14,466,2025-03-17,46,3,2025-04-03
147,Robinson-Brock,Croatia,Dubrovnik,Cosmetic Surgery,German,0,0,0,0,0,0,,2823.24,2.9,74,66.3,2025-03-27,953,2025-02-23,4,35,2025-03-24
148,"Holmes, Williams and Wright",Germany,Hamburg,"Orthopedics, Fertility, Cosmetic Surgery",Turkish,1,1,0,1,0,0,,2203.77,4.2,52,68.7,2025-04-10,898,2025-03-20,36,49,2025-03-22
149,Bryant Group,Turkey,Ankara,Cardiology,"English, German",0,1,1,0,1,1,,6121.06,3.0,99,56.1,2025-02-08,778,2025-02-27,31,9,2025-04-18
150,"Schmidt, Hansen and Stewart",Thailand,Bangkok,Cardiology,"Thai, Croatian",0,1,0,1,1,0,,2449.35,4.9,76,35.9,2025-04-11,995,2025-04-09,91,17,2025-04-16
151,Salazar-Ball,USA,Los Angeles,"Orthopedics, Cosmetic Surgery, Dermatology","English, Hindi, Croatian",0,1,0,0,1,0,,2749.33,2.0,70,66.7,2025-02-27,717,2025-02-24,94,20,2025-04-08
152,"Simmons, Meadows and Griffin",Thailand,Chiang Mai,Dental,Spanish,0,0,0,0,1,1,,3483.32,1.5,72,69.5,2025-03-23,462,2025-03-30,59,16,2025-03-22
153,Manning Group,USA,Los Angeles,Dermatology,"Croatian, Thai",0,0,1,0,0,0,,9699.8,2.6,53,49.1,2025-03-16,839,2025-04-07,3,25,2025-03-22
154,Green-Wright,Thailand,Phuket,"Cardiology, Fertility, Dental","English, Spanish",0,0,0,0,0,0,,8324.9,2.5,90,67.6,2025-04-08,596,2025-03-12,33,4,2025-04-18
155,"Ramirez, Strickland and Washington",USA,Los Angeles,"Orthopedics, Fertility, Dental","English, Croatian",1,0,0,1,1,1,,780.08,3.7,61,26.1,2025-03-26,281,2025-04-01,57,9,2025-04-17
156,Hill Inc,India,Bangalore,"Fertility, Cosmetic Surgery, Orthopedics","Hindi, Turkish",0,0,1,1,0,1,,2394.85,4.5,83,18.7,2025-02-08,813,2025-04-17,48,50,2025-03-27
157,"Mitchell, Nelson and Flores",Turkey,Ankara,"Orthopedics, Cosmetic Surgery, Cardiology","German, Spanish",0,1,0,0,1,0,,8182.21,2.9,72,55.4,2025-03-20,997,2025-04-08,12,15,2025-03-28
158,"Miller, Hernandez and Reyes",Mexico,Mexico City,"Dermatology, Dental, Fertility","Croatian, Turkish, German",0,0,0,1,1,0,,7182.8,2.4,86,41.0,2025-02-05,971,2025-04-06,63,34,2025-04-09
159,Mccarthy Inc,Mexico,Mexico City,Dental,Spanish,0,0,1,0,1,0,,8161.23,2.4,61,66.2,2025-03-08,60,2025-04-17,18,37,2025-03-27
160,Russell-Daniels,Mexico,Cancun,"Cosmetic Surgery, Dental, Dermatology","Thai, Turkish, Hindi",0,1,1,1,0,0,,7457.34,2.7,90,69.2,2025-01-25,324,2025-04-07,90,35,2025-03-27
161,Brown-Wall,India,Mumbai,Dermatology,"Croatian, Spanish, Turkish",1,1,0,0,0,1,,8582.19,4.1,86,3.3,2025-01-31,325,2025-02-19,78,14,2025-03-29
162,Stein-Silva,India,Delhi,"Fertility, Cosmetic Surgery","English, Spanish, German",1,0,0,1,1,0,,3019.52,2.0,54,25.9,2025-04-05,737,2025-04-18,6,24,2025-04-04
163,"Smith, Gilmore and Johnston",Germany,Munich,Orthopedics,"Turkish, German",1,0,1,0,0,1,,1200.24,4.4,68,2.4,2025-03-16,974,2025-04-12,9,21,2025-04-13
164,Smith-Bell,Thailand,Bangkok,"Dental, Cardiology, Dermatology","Hindi, Croatian",1,0,1,0,1,0,,1008.78,2.3,62,30.1,2025-02-07,739,2025-02-18,93,34,2025-04-10
165,Castaneda-Ashley,Germany,Munich,"Fertility, Dental",Turkish,1,0,0,1,0,1,,1332.47,4.3,90,43.6,2025-03-24,99,2025-04-17,26,10,2025-03-29
166,Medina-Navarro,Turkey,Istanbul,"Dental, Cosmetic Surgery","Turkish, Croatian",1,0,1,0,1,1,,4009.32,2.8,66,32.2,2025-03-16,231,2025-02-24,34,36,2025-04-17
167,"Hurst, Freeman and Nelson",Mexico,Tijuana,"Dental, Dermatology, Cosmetic Surgery","Turkish, Hindi, Spanish",0,1,1,1,0,1,,3339.1,2.6,95,3.5,2025-02-04,922,2025-03-16,73,43,2025-03-30
168,Johnson-Rogers,Mexico,Cancun,"Fertility, Dermatology",Croatian,0,0,0,1,0,1,,2418.23,4.3,59,60.2,2025-03-16,327,2025-02-19,93,4,2025-04-16
169,"Yates, Ramsey and Pittman",Thailand,Phuket,"Cardiology, Cosmetic Surgery","Hindi, Turkish",0,1,0,1,0,0,,5882.64,3.3,56,66.7,2025-02-05,798,2025-04-12,100,18,2025-03-22
170,Hooper PLC,India,Mumbai,"Cosmetic Surgery, Orthopedics","Turkish, Hindi, Thai",1,0,0,1,1,0,,6373.32,3.7,75,3.8,2025-03-07,707,2025-04-03,6,47,2025-04-03
171,Meadows PLC,Turkey,Ankara,Cosmetic Surgery,"German, Croatian",1,0,0,0,1,1,,7853.29,2.3,96,30.6,2025-01-26,91,2025-04-06,56,13,2025-03-20
172,"Alvarado, Miller and Patterson",Croatia,Split,"Orthopedics, Cardiology, Cosmetic Surgery",Hindi,0,0,1,1,0,0,,2150.5,4.5,62,60.4,2025-03-18,33,2025-03-20,6,23,2025-03-27
173,White-Green,Mexico,Mexico City,"Orthopedics, Cardiology","Thai, English",0,0,1,1,1,0,,9624.94,2.9,85,25.8,2025-03-29,857,2025-02-20,33,47,2025-03-23
174,Lewis-Murphy,Germany,Berlin,"Dental, Orthopedics",Spanish,0,0,0,0,1,1,,5376.17,4.5,99,49.4,2025-02-17,933,2025-04-10,82,11,2025-03-30
175,Ramirez-Bean,Croatia,Zagreb,Cosmetic Surgery,"Croatian, German, Thai",1,1,1,1,1,0,,4933.63,3.7,89,29.2,2025-04-05,7,2025-03-17,84,23,2025-04-01
176,King-Miller,Germany,Hamburg,"Cosmetic Surgery, Dermatology, Dental","English, German",1,1,1,1,1,0,,1924.33,4.1,53,58.2,2025-02-01,413,2025-03-07,40,43,2025-04-14
177,Curry Inc,Germany,Berlin,"Orthopedics, Cosmetic Surgery, Cardiology","Turkish, Croatian",0,0,1,0,1,1,,5319.49,4.4,92,63.2,2025-03-26,300,2025-04-12,60,8,2025-03-26
178,Walker-Jones,Turkey,Izmir,"Fertility, Cosmetic Surgery, Dental",German,0,1,1,1,1,1,,6062.92,2.9,57,34.4,2025-01-27,597,2025-03-12,79,4,2025-04-03
179,"Williams, Johnson and Wright",Mexico,Tijuana,Dermatology,"Hindi, German",1,0,0,0,0,1,,4387.32,3.3,79,11.2,2025-03-26,797,2025-04-13,62,21,2025-03-29
180,Howell and Sons,Mexico,Mexico City,"Dental, Dermatology, Orthopedics","Spanish, Croatian",0,1,0,0,1,1,,4332.24,4.9,74,1.3,2025-02-09,204,2025-03-03,47,0,2025-03-21
181,Wells Inc,Turkey,Izmir,Dental,"English, Thai, Spanish",0,1,1,0,0,1,,5281.7,2.2,54,59.5,2025-03-11,971,2025-03-31,58,46,2025-04-02
182,"Gould, Marshall and Scott",India,Bangalore,"Orthopedics, Fertility","Turkish, German",0,0,1,0,0,0,,7408.1,1.5,96,2.6,2025-02-13,173,2025-04-11,46,45,2025-03-29
183,Jackson-Lawson,Croatia,Zagreb,"Dermatology, Cosmetic Surgery","Hindi, English, Croatian",0,0,0,0,0,1,,4720.99,1.5,66,34.7,2025-03-30,210,2025-03-05,87,40,2025-04-18
184,"Higgins, Strickland and Martin",Turkey,Ankara,"Dental, Cardiology, Cosmetic Surgery","Hindi, Thai, Spanish",1,0,0,1,0,0,,5228.52,3.4,99,19.7,2025-02-11,996,2025-04-06,45,45,2025-04-05
185,Rodriguez-Johnson,Turkey,Istanbul,Cardiology,"Spanish, Thai",1,1,0,0,0,0,,9115.36,4.3,92,36.1,2025-04-07,798,2025-03-17,9,46,2025-03-26
186,Johnston-Odonnell,USA,New York,"Fertility, Orthopedics, Cosmetic Surgery","Turkish, English",0,0,0,1,1,1,,4546.95,1.5,98,64.2,2025-04-17,872,2025-04-10,84,41,2025-04-13
187,Sanders-Espinoza,Turkey,Ankara,"Cardiology, Cosmetic Surgery","English, German, Thai",0,0,1,1,1,1,,8439.23,3.8,80,57.8,2025-01-25,907,2025-02-26,21,7,2025-04-14
188,Vargas Ltd,Germany,Hamburg,Fertility,Turkish,1,1,0,1,1,0,,8694.47,4.5,96,70.1,2025-04-02,494,2025-02-19,62,7,2025-03-21
189,Garcia LLC,Thailand,Chiang Mai,Dental,"Thai, German",0,0,1,0,1,0,,5078.33,3.7,91,28.3,2025-02-06,913,2025-03-10,6,0,2025-03-29
190,"Burke, Martinez and Riggs",Mexico,Tijuana,"Orthopedics, Fertility",Croatian,1,1,0,1,1,0,,5315.83,3.2,74,29.6,2025-03-19,80,2025-03-20,56,36,2025-04-04
191,Reed Group,USA,New York,"Cosmetic Surgery, Dental","Thai, Croatian",0,0,1,1,0,0,,8346.13,4.2,89,46.3,2025-02-12,575,2025-04-05,83,42,2025-04-04
192,"Wood, Hunter and Peterson",Turkey,Ankara,Fertility,"German, Hindi",1,1,1,0,0,0,,520.87,2.4,90,69.5,2025-03-12,560,2025-03-16,47,44,2025-04-15
193,Short-Garcia,USA,Los Angeles,"Fertility, Orthopedics",German,0,0,0,1,0,1,,8333.26,1.8,71,8.7,2025-02-24,47,2025-02-18,81,43,2025-03-31
194,Reid-Poole,USA,New York,"Dermatology, Cardiology","Spanish, Turkish, English",0,1,1,0,0,0,,1483.76,3.6,88,63.7,2025-02-13,902,2025-03-25,53,38,2025-03-20
195,"Hernandez, Thompson and Boyd",Germany,Berlin,"Orthopedics, Cosmetic Surgery","Turkish, Spanish",0,1,1,1,0,0,,2492.27,3.9,93,25.5,2025-01-22,135,2025-03-04,83,11,2025-04-02
196,"Nelson, Morton and Medina",India,Bangalore,"Cosmetic Surgery, Dental, Dermatology","Turkish, Hindi, Thai",1,1,1,0,0,0,,4118.27,1.2,53,15.2,2025-03-29,293,2025-03-06,32,9,2025-03-23
197,Marshall-Petersen,USA,Miami,"Fertility, Cardiology",German,1,0,0,1,0,1,,7082.89,1.2,74,28.5,2025-01-21,320,2025-03-14,6,0,2025-03-26
198,"Adams, Christian and Rivas",Turkey,Istanbul,"Orthopedics, Fertility, Cosmetic Surgery","Hindi, Thai, Croatian",0,0,1,1,0,0,,2276.28,1.7,82,9.5,2025-04-13,438,2025-04-01,71,16,2025-04-14
199,Ramirez Group,Mexico,Tijuana,"Dental, Cosmetic Surgery","Thai, Spanish",0,0,1,0,1,1,,8004.13,3.2,54,56.7,2025-03-09,538,2025-04-04,23,33,2025-04-16
200,Christensen PLC,Croatia,Dubrovnik,Orthopedics,"Hindi, Turkish, English",1,0,0,1,1,1,,3288.96,4.8,89,38.7,2025-02-06,843,2025-03-01,83,0,2025-04-15
201,"Barnett, Rogers and Snyder",Germany,Munich,"Fertility, Cardiology","Spanish, English, German",1,0,1,1,1,0,,9157.69,4.3,73,37.5,2025-02-12,456,2025-03-18,5,18,2025-03-21
202,White-Lewis,Germany,Berlin,"Cardiology, Dental",Spanish,0,0,0,0,1,0,,2453.01,4.3,97,56.0,2025-01-26,836,2025-02-17,9,47,2025-03-28
203,Peterson-Beard,Mexico,Cancun,"Dermatology, Cosmetic Surgery",English,0,0,0,1,0,0,,9154.37,2.6,78,45.7,2025-02-22,323,2025-04-17,49,43,2025-04-15
204,"Beard, Peters and Black",India,Delhi,"Dermatology, Cardiology, Dental","Hindi, English, Thai",1,0,1,1,0,1,,7770.11,2.8,75,59.4,2025-04-15,485,2025-04-08,68,14,2025-04-14
205,Miller Ltd,Germany,Munich,"Cosmetic Surgery, Fertility, Dermatology","Croatian, Thai, German",0,0,0,0,0,1,,5602.94,4.8,69,15.9,2025-03-05,216,2025-03-23,82,32,2025-04-14
206,Freeman-Chang,Mexico,Cancun,Cardiology,"Spanish, English",0,0,1,0,1,0,,2881.53,1.8,87,35.6,2025-03-07,365,2025-04-10,85,41,2025-04-11
207,"Alvarez, Joseph and West",USA,New York,"Dental, Fertility, Cosmetic Surgery","Turkish, German",1,0,1,1,1,0,,545.9,2.0,64,51.6,2025-01-26,446,2025-04-01,46,8,2025-03-28
208,Davis and Sons,Germany,Munich,"Orthopedics, Dermatology","Croatian, German",1,0,0,0,1,0,,8967.32,1.8,96,63.9,2025-04-09,744,2025-04-14,2,32,2025-03-29
209,Holt-Torres,USA,Miami,"Orthopedics, Cardiology, Fertility",Hindi,1,1,0,1,1,0,,8968.66,3.4,68,10.5,2025-02-13,522,2025-04-13,50,23,2025-04-02
210,"Wood, Tran and Cooper",USA,Miami,Cardiology,"Spanish, Hindi, Croatian",1,0,0,0,1,1,,883.99,4.0,64,5.5,2025-03-02,239,2025-04-16,85,13,2025-04-02
211,"Pierce, Bell and Chavez",Croatia,Split,"Orthopedics, Dermatology",English,1,0,1,1,0,1,,6709.92,2.5,91,64.8,2025-04-09,529,2025-04-02,48,14,2025-04-02
212,King-Martinez,Thailand,Chiang Mai,"Orthopedics, Dermatology","English, Hindi, Spanish",1,0,0,0,1,0,,1927.28,1.6,88,51.9,2025-04-03,676,2025-04-04,53,21,2025-03-26
213,Stewart Ltd,USA,New York,"Orthopedics, Dermatology, Fertility","Spanish, Thai, Turkish",0,0,0,0,0,0,,6480.63,1.2,86,11.4,2025-03-28,264,2025-02-18,23,33,2025-03-19
214,"Tapia, Vaughn and Lee",Thailand,Phuket,"Dermatology, Dental, Cosmetic Surgery",Spanish,1,1,1,0,0,1,,6207.97,4.2,99,13.9,2025-01-24,523,2025-04-02,21,46,2025-03-28
215,"Washington, Hardy and Bray",Turkey,Ankara,"Cardiology, Dental, Fertility","Turkish, Spanish",0,0,0,1,0,0,,2185.51,4.6,88,3.8,2025-02-09,515,2025-03-01,15,5,2025-04-03
216,"Carlson, Hooper and Wall",Germany,Berlin,"Cardiology, Dental, Orthopedics","Turkish, German, English",1,0,1,1,1,0,,4542.15,2.0,99,17.5,2025-04-08,290,2025-03-11,69,26,2025-04-10
217,Perez-White,Mexico,Cancun,"Dermatology, Dental, Cardiology","English, Turkish, Spanish",1,1,1,0,0,1,,6689.97,2.0,84,31.1,2025-03-03,626,2025-04-01,87,25,2025-03-25
218,Erickson and Sons,Mexico,Mexico City,"Cardiology, Orthopedics, Fertility","Hindi, Croatian",1,1,1,1,1,0,,8622.49,3.6,97,17.3,2025-01-19,972,2025-04-08,12,13,2025-04-02
219,Williams-Brown,Thailand,Chiang Mai,"Cardiology, Dental, Fertility","Thai, English",0,0,1,1,0,0,,2999.37,2.5,88,3.7,2025-02-28,953,2025-03-24,78,41,2025-04-02
220,Terry-Martinez,Turkey,Izmir,"Dental, Fertility, Orthopedics","English, Spanish",1,0,0,0,0,0,,3917.53,3.6,60,7.2,2025-03-14,798,2025-03-24,45,42,2025-04-06
221,Garcia-Smith,Thailand,Phuket,Cardiology,Thai,0,0,1,1,1,1,,2649.81,4.9,79,67.0,2025-02-04,4,2025-04-02,22,26,2025-04-02
222,Harrison-Alexander,USA,Miami,Cardiology,"German, English",1,1,1,1,1,0,,7696.0,4.8,79,49.4,2025-02-02,882,2025-04-17,61,7,2025-04-10
223,Sheppard LLC,USA,New York,"Fertility, Dermatology, Cosmetic Surgery","German, Hindi",0,1,0,1,0,1,,6900.13,4.3,54,40.4,2025-03-27,487,2025-03-29,45,13,2025-03-21
224,Wilson-Jones,India,Mumbai,Dermatology,"Spanish, Turkish, Croatian",0,0,1,0,0,0,,8431.93,4.3,72,12.1,2025-04-05,122,2025-02-19,10,43,2025-03-19
225,Jones-Soto,Germany,Munich,"Dental, Cardiology, Dermatology","German, Hindi",1,1,1,1,0,1,,4279.86,4.0,58,4.8,2025-02-23,489,2025-02-17,69,2,2025-04-02
226,Hernandez PLC,Turkey,Ankara,"Fertility, Orthopedics, Dental","Hindi, Turkish, German",0,0,0,1,0,1,,3935.22,4.4,61,39.9,2025-03-19,275,2025-03-19,78,21,2025-04-07
227,Miller-Wright,Mexico,Mexico City,"Fertility, Orthopedics","Croatian, German, Thai",1,1,1,0,0,0,,8234.81,3.9,65,40.4,2025-03-01,200,2025-04-09,94,9,2025-04-03
228,"Duran, Obrien and Gibbs",Croatia,Zagreb,Orthopedics,"Spanish, Thai",1,1,1,1,0,1,,1440.26,1.7,63,58.8,2025-02-17,859,2025-03-09,12,28,2025-03-26
229,Rowe Group,Turkey,Ankara,"Cosmetic Surgery, Cardiology","Croatian, German, Thai",0,1,0,1,0,0,,9804.04,2.1,70,48.8,2025-02-15,793,2025-03-02,57,5,2025-04-06
230,Kerr-Evans,India,Mumbai,"Dermatology, Fertility",Thai,1,1,1,0,0,0,,3764.44,2.3,91,21.7,2025-03-15,619,2025-03-08,50,17,2025-03-21
231,"Branch, Torres and Oliver",Thailand,Chiang Mai,"Cardiology, Dermatology, Orthopedics","Spanish, Croatian",0,0,0,1,0,0,,2085.65,1.4,54,67.5,2025-02-17,561,2025-04-15,3,49,2025-04-06
232,"Choi, Garcia and Farmer",India,Delhi,Cosmetic Surgery,"Spanish, English, Turkish",1,0,0,1,1,0,,1747.13,4.4,51,3.5,2025-03-04,881,2025-02-19,41,30,2025-04-04
233,"Clark, Guerrero and Moore",Croatia,Dubrovnik,"Cardiology, Orthopedics",Thai,0,1,1,1,1,1,,5626.85,4.2,78,22.9,2025-02-25,266,2025-04-09,38,0,2025-04-18
234,Arnold and Sons,India,Delhi,"Cosmetic Surgery, Orthopedics","English, Thai, Turkish",1,1,0,1,1,0,,8069.29,3.2,62,30.2,2025-02-06,447,2025-03-24,31,10,2025-03-27
235,Ortiz Ltd,Germany,Hamburg,"Orthopedics, Fertility","English, Turkish",0,1,1,1,1,0,,8608.08,1.7,68,8.8,2025-02-19,632,2025-03-21,34,44,2025-03-30
236,"Harrison, Johnson and Roberts",Thailand,Bangkok,"Dental, Fertility",Hindi,0,0,0,1,1,0,,7294.36,3.9,64,7.4,2025-04-17,505,2025-04-05,43,26,2025-04-09
237,Warner-Gibson,Croatia,Split,"Orthopedics, Dental","English, Spanish",0,1,1,0,1,0,,2325.83,4.4,74,59.8,2025-04-03,997,2025-02-28,91,15,2025-04-06
238,"Hall, Baker and Moody",Croatia,Split,Dermatology,Spanish,1,0,0,1,1,1,,9394.04,1.6,96,4.0,2025-02-07,533,2025-04-11,32,30,2025-03-29
239,"Guerrero, Peck and Coleman",Turkey,Istanbul,"Dental, Fertility",Spanish,1,1,0,0,1,0,,4260.18,2.0,52,42.3,2025-01-20,486,2025-03-05,76,9,2025-04-07
240,"Walker, Hernandez and Baker",Croatia,Zagreb,Fertility,"English, Thai",1,0,0,1,0,0,,1695.36,1.9,85,57.0,2025-03-05,824,2025-02-20,56,46,2025-04-12
241,Jones and Sons,USA,Miami,"Cosmetic Surgery, Fertility","English, Turkish",1,1,1,0,0,1,,3574.97,2.9,88,65.9,2025-02-07,164,2025-04-14,67,9,2025-04-04
242,Larson-Holloway,Turkey,Ankara,"Cosmetic Surgery, Orthopedics, Dental","Hindi, Turkish, Spanish",0,1,0,1,0,1,,2303.76,3.7,99,40.2,2025-01-30,289,2025-03-29,52,41,2025-04-08
243,Gonzales-Harrison,USA,Los Angeles,"Dermatology, Dental, Cardiology",Spanish,0,0,0,1,0,0,,802.26,3.6,74,47.7,2025-02-10,638,2025-03-05,75,16,2025-04-17
244,Lyons-Bender,Turkey,Istanbul,"Dermatology, Dental, Cardiology",Thai,1,0,1,0,1,1,,8309.25,4.2,53,59.5,2025-03-15,541,2025-04-16,93,4,2025-03-23
245,"Fernandez, Kim and George",Turkey,Istanbul,Cardiology,English,0,1,0,0,0,0,,5805.02,3.2,97,8.5,2025-01-27,590,2025-03-27,86,29,2025-03-27
246,Navarro-Munoz,Germany,Munich,Fertility,Hindi,1,1,0,1,1,1,,5725.77,5.0,73,30.3,2025-01-27,440,2025-02-25,92,20,2025-03-30
247,Davis Ltd,Mexico,Tijuana,"Fertility, Orthopedics, Cosmetic Surgery","Turkish, Croatian",1,0,0,1,0,0,,9937.41,2.2,69,70.9,2025-03-22,876,2025-03-29,2,49,2025-03-23
248,"Matthews, Smith and Hubbard",Germany,Munich,"Cardiology, Dermatology, Fertility",English,1,1,0,0,1,1,,8951.44,2.0,66,58.6,2025-04-07,584,2025-03-24,72,13,2025-03-26
249,Johnston-Hines,USA,Miami,"Orthopedics, Fertility","Croatian, Thai",0,1,0,1,0,0,,9257.78,2.3,77,30.6,2025-04-03,890,2025-02-28,29,47,2025-03-29
250,Ruiz Ltd,Croatia,Dubrovnik,Dermatology,"Turkish, English, German",0,1,0,1,0,0,,979.94,3.9,75,69.9,2025-02-01,589,2025-03-17,11,14,2025-04-05
251,Moon-White,Turkey,Ankara,Fertility,"English, Turkish",0,1,1,0,1,1,,7851.34,1.5,58,35.1,2025-03-24,499,2025-03-24,83,36,2025-04-12
252,"Graham, Olsen and Costa",India,Bangalore,"Cardiology, Fertility, Dermatology",German,1,1,0,0,1,1,,3970.04,1.8,72,43.2,2025-04-15,788,2025-03-30,21,22,2025-03-30
253,Bailey-Cook,Croatia,Split,"Fertility, Orthopedics, Dental",Spanish,1,0,0,0,0,0,,9514.94,4.7,68,2.0,2025-01-20,823,2025-04-11,39,28,2025-04-03
254,"Garcia, Martin and Jenkins",USA,New York,Dermatology,"Spanish, Croatian, Hindi",1,1,0,0,1,0,,2926.84,1.2,62,57.0,2025-01-29,277,2025-04-15,59,41,2025-03-19
255,Roberts-Landry,USA,Los Angeles,"Dermatology, Cosmetic Surgery","Croatian, Thai, German",0,0,1,1,0,1,,5331.13,3.8,70,35.4,2025-02-01,544,2025-04-13,23,12,2025-04-02
256,"Johnson, Miller and King",Thailand,Phuket,"Dental, Dermatology, Fertility","German, Croatian, Turkish",1,0,0,1,1,1,,6439.69,1.9,82,20.6,2025-04-11,640,2025-04-02,49,1,2025-03-19
257,Cordova Group,India,Mumbai,Fertility,"Turkish, Thai",0,0,1,0,1,0,,5942.54,2.7,69,65.6,2025-03-07,459,2025-03-15,16,13,2025-03-29
258,"Bryan, Smith and Booth",Mexico,Tijuana,"Dermatology, Fertility, Cardiology","Thai, Croatian",0,1,0,0,1,0,,5794.73,4.8,57,14.1,2025-03-31,744,2025-04-17,97,20,2025-03-21
259,Gutierrez-Lopez,Thailand,Chiang Mai,"Orthopedics, Cosmetic Surgery",Croatian,0,0,0,0,0,1,,6253.24,3.4,88,17.5,2025-01-21,26,2025-03-27,10,44,2025-03-25
260,Dean-Jimenez,Thailand,Bangkok,"Cardiology, Orthopedics, Cosmetic Surgery",Croatian,1,1,1,0,0,0,,2649.59,2.6,50,66.7,2025-02-25,227,2025-03-02,85,12,2025-03-25
261,Wolf-Harris,Mexico,Cancun,Orthopedics,"Turkish, Thai, German",1,0,1,1,0,1,,7341.91,2.6,97,41.6,2025-02-09,537,2025-03-08,90,50,2025-04-17
262,"Anderson, Roberts and Gilmore",India,Delhi,"Orthopedics, Dental",Hindi,1,0,1,0,0,1,,4675.76,4.5,99,59.8,2025-02-18,170,2025-03-22,37,39,2025-03-20
263,Martinez-Dudley,USA,Miami,"Fertility, Orthopedics, Cardiology",Thai,0,0,0,1,1,1,,4783.42,1.7,87,64.7,2025-03-24,903,2025-03-20,11,16,2025-04-08
264,"Lloyd, Mckinney and Collins",Germany,Hamburg,"Fertility, Dental, Cardiology",Thai,1,1,0,1,0,1,,5728.29,1.2,60,65.8,2025-02-05,892,2025-03-07,19,10,2025-03-22
265,Tran Inc,Mexico,Cancun,"Dental, Orthopedics, Cosmetic Surgery","Thai, Turkish",1,0,0,0,0,0,,6414.32,2.0,79,36.3,2025-02-14,556,2025-02-26,0,38,2025-03-21
266,Gay Inc,Thailand,Bangkok,Cardiology,"Turkish, Croatian, Thai",1,0,0,0,1,0,,964.73,1.6,91,25.8,2025-03-31,874,2025-04-16,85,36,2025-03-23
267,Valentine-Holland,India,Mumbai,"Dental, Dermatology",Turkish,0,0,1,0,1,1,,9349.06,1.4,69,23.9,2025-03-01,839,2025-04-14,97,27,2025-03-23
268,Jimenez Ltd,India,Delhi,"Orthopedics, Fertility",Thai,1,1,1,0,0,0,,1538.37,3.9,90,38.6,2025-04-07,495,2025-03-03,88,38,2025-03-20
269,Hicks-Hill,Croatia,Dubrovnik,"Orthopedics, Cardiology","German, Hindi",1,0,1,1,1,0,,8894.8,1.9,68,70.5,2025-04-18,121,2025-04-17,59,40,2025-03-24
270,Baird-Sanchez,USA,Miami,Cardiology,"Turkish, English",1,1,0,0,0,1,,2916.97,1.3,69,37.0,2025-03-08,785,2025-04-18,14,43,2025-04-08
271,"Thomas, Lee and Greene",Turkey,Ankara,"Cardiology, Dermatology, Dental",Spanish,1,1,1,1,0,0,,5074.21,3.5,84,64.6,2025-02-18,802,2025-02-25,52,47,2025-04-17
272,"Suarez, Shields and Hill",Croatia,Dubrovnik,"Cardiology, Cosmetic Surgery","Hindi, English, Spanish",1,1,0,0,1,0,,3721.95,2.5,84,60.8,2025-02-04,620,2025-03-25,23,38,2025-04-15
273,Morgan-French,Croatia,Split,"Cosmetic Surgery, Dental, Dermatology","English, Turkish",0,1,1,1,0,1,,2162.62,2.5,52,56.2,2025-04-07,454,2025-03-17,3,30,2025-03-21
274,Hoover-Campbell,India,Delhi,Cosmetic Surgery,"Thai, Hindi",1,1,0,0,0,0,,7383.42,2.8,95,62.4,2025-04-04,4,2025-03-30,5,43,2025-03-22
275,Monroe-Carpenter,India,Delhi,"Orthopedics, Dental",Hindi,1,0,1,0,1,0,,2329.18,2.1,70,55.9,2025-01-23,120,2025-04-01,19,10,2025-04-10
